2024-03-15 05:44:20,157 - INFO - start!
2024-03-15 05:44:20,157 - INFO - Validating with data /home/ubuntu/jupyter-sandy/3D_ResNet/Data/pos_region_with_size_vox_inf_sample_size_5.pkl
2024-03-15 05:44:20,157 - INFO - writing to output csv test_accuracy_loss_with_size_for_pos_region_with_size_vox_inf_sample_size_5.csv
2024-03-15 05:44:24,331 - INFO - model pathmodel_after_training_2024-03-07_14-38-49.pth
2024-03-15 05:44:24,334 - INFO - -------------------------Processing patient PETCT_0af7ffe12a-----------------------------
2024-03-15 05:47:39,314 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,314 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - test loss is 0.022967140132615426, test accuracy is 100.0
2024-03-15 05:47:39,315 - INFO - -------------------------Finished processing patient PETCT_0b57b247b6-----------------------------
2024-03-15 05:47:39,315 - INFO - -------------------------Processing patient PETCT_5d10be5b89-----------------------------
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,026 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,027 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,028 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,029 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,030 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,031 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - test loss is 1.1074122285640813, test accuracy is 69.71830985915493
2024-03-15 05:47:51,032 - INFO - -------------------------Finished processing patient PETCT_5d10be5b89-----------------------------
2024-03-15 05:47:51,032 - INFO - -------------------------Processing patient PETCT_5d553bf6b4-----------------------------
2024-03-15 05:47:55,156 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,156 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,156 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,156 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,157 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - test loss is 0.09767249629089747, test accuracy is 98.0
2024-03-15 05:47:55,158 - INFO - -------------------------Finished processing patient PETCT_5d553bf6b4-----------------------------
2024-03-15 05:47:55,159 - INFO - -------------------------Processing patient PETCT_f21755a99b-----------------------------
2024-03-15 05:48:01,517 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,518 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,519 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
2024-03-15 05:48:01,520 - INFO - test loss is 0.15255616881372336, test accuracy is 93.50649350649351
